mean_favorite_count,sum_favorite_count,mean_retweet_count,sum_retweet_count,mean_display_text_width,sum_display_text_width,n,code
0,0,0,0,42,84,2,SB
2,4,0.5,1,86,172,2,SB
0,0,0,0,58.333333333333336,175,3,TS
1.5,3,0.5,1,121.5,243,2,SB
0.4,2,0.2,1,99,495,5,SB
0.75,3,0,0,76.25,305,4,SB
1.5,3,0.5,1,115.5,231,2,SB
1.4,7,0.2,1,127.8,639,5,SB
1.1666666666666667,7,0,0,115.33333333333333,692,6,SB
1,6,0,0,123.83333333333333,743,6,SB
1,4,0.25,1,105.75,423,4,SB
0,0,0,0,97,194,2,SB
2,4,0.5,1,78,156,2,SB
1.3333333333333333,4,0.3333333333333333,1,105.33333333333333,316,3,SB
1,2,0.5,1,87.5,175,2,TS
0,0,0,0,75,150,2,SB
1,2,0,0,39,78,2,TS
1.3333333333333333,4,0,0,52.666666666666664,158,3,TS
1,2,0,0,43,86,2,TS
1.5,3,0,0,85,170,2,SB
2,4,0,0,109.5,219,2,SB
2,4,0,0,120.5,241,2,SB
0,0,0,0,117.5,235,2,SB
0,0,0,0,112.5,225,2,SB
2.3333333333333335,7,2,6,70.66666666666667,212,3,SB
1,6,0,0,114.83333333333333,689,6,SB
2,4,3,6,122,244,2,SB
1.5,3,3,6,114.5,229,2,SB
0.5,1,0,0,59.5,119,2,TS
1.5,6,0.25,1,80.5,322,4,SB
1.75,14,0.25,2,125.375,1003,8,SB
2.142857142857143,15,0.2857142857142857,2,118.42857142857143,829,7,SB
1.5,9,0.3333333333333333,2,119.33333333333333,716,6,SB
1.8,9,0.4,2,108.6,543,5,SB
4,8,1,2,114.5,229,2,SB
0.5,1,0.5,1,126.5,253,2,SB
0.3333333333333333,1,0,0,108,324,3,TS
1,2,0.5,1,124,248,2,SB
1,2,0.5,1,92,184,2,SB
0.5,1,0,0,105,210,2,SB
1.5,3,0,0,129.5,259,2,SB
3.5,7,1.5,3,111,222,2,SB
1,4,0.75,3,95,380,4,SB
2.6666666666666665,8,2.3333333333333335,7,134.66666666666666,404,3,SB
1.5,3,0,0,127,254,2,SB
2.5,5,1,2,122,244,2,SB
3,6,1,2,139,278,2,SB
0,0,0,0,124.66666666666667,374,3,SB
1,5,0,0,123.8,619,5,SB
1,4,0,0,93,372,4,SB
0.75,3,0.25,1,106.25,425,4,SB
2,12,0.3333333333333333,2,113.5,681,6,SB
1.8333333333333333,11,0.3333333333333333,2,103.5,621,6,SB
2.6666666666666665,16,0.5,3,109.5,657,6,SB
1.8333333333333333,11,0.5,3,113.83333333333333,683,6,SB
2.2,11,0.4,2,103.8,519,5,SB
2.4,12,0.8,4,101.6,508,5,SB
2.5,5,2,4,116.5,233,2,SB
1,2,0,0,91.5,183,2,SB
1.6666666666666667,5,1,3,93,279,3,SB
1.5,3,0,0,79.5,159,2,TS
1,2,0,0,94.5,189,2,SB
2,4,0,0,50.5,101,2,SB
1,2,0,0,113,226,2,TS
2,4,0,0,125,250,2,SB
1,2,0,0,42.5,85,2,TS
1.5,3,0,0,44.5,89,2,TS
2,4,0,0,64.5,129,2,TS
2,4,0,0,52,104,2,TS
0.25,1,0,0,110,440,4,SB
2,4,0,0,85.5,171,2,SB
7,14,1,2,110,220,2,SB
6.5,13,1,2,85.5,171,2,SB
2,12,0.8333333333333334,5,124,744,6,SB
1.2,6,0.6,3,91.8,459,5,SB
1,6,0.5,3,89.5,537,6,SB
1.8333333333333333,11,0.6666666666666666,4,94.5,567,6,SB
2.4,12,1.2,6,113.8,569,5,SB
2.2,11,1.2,6,100.8,504,5,SB
2.7142857142857144,19,0.7142857142857143,5,95.57142857142857,669,7,SB
0,0,0,0,117,234,2,SB
2.6,13,1.4,7,114,570,5,SB
2.3333333333333335,7,1,3,98.66666666666667,296,3,SB
5,10,2,4,92,184,2,SB
4,8,1.5,3,84,168,2,SB
0,0,0,0,71.5,143,2,SB
2,4,1,2,136,272,2,SB
1,2,0.5,1,132.5,265,2,SB
0.5,1,0,0,104.5,209,2,SB
1.6666666666666667,10,0.5,3,113.83333333333333,683,6,SB
1.75,7,0.25,1,97.25,389,4,SB
0.5,1,0,0,93.5,187,2,TS
0.4,2,0,0,93.6,468,5,SB
2.3333333333333335,7,0.6666666666666666,2,127.33333333333333,382,3,SB
0,0,0,0,85.5,171,2,SB
1.6666666666666667,10,0,0,105.16666666666667,631,6,SB
2,12,0,0,107,642,6,SB
1.8333333333333333,11,0,0,106,636,6,SB
2.2,11,0,0,122.4,612,5,SB
1.6,8,0,0,121.8,609,5,SB
0.5,1,0,0,128.5,257,2,SB
0.875,7,0.25,2,101.75,814,8,SB
3,12,0.5,2,129.5,518,4,SB
1.3333333333333333,8,0.3333333333333333,2,122.16666666666667,733,6,SB
2.5,10,0.5,2,111.25,445,4,SB
1,4,0,0,114.5,458,4,SB
1.6666666666666667,5,0,0,100.33333333333333,301,3,SB
1,4,0,0,115,460,4,SB
1,1,0,0,76,76,1,TS
1.5,6,0.5,2,93.25,373,4,SB
2.5,5,1,2,70.5,141,2,TS
6,12,8,16,103,206,2,SB
0.5,1,0,0,98,196,2,SB
1.5,6,0.25,1,111.75,447,4,SB
2.3333333333333335,7,1,3,102.66666666666667,308,3,SB
1.5,3,0,0,105.5,211,2,SB
1.25,5,0.25,1,120.5,482,4,SB
1.25,5,0.25,1,124,496,4,SB
0,0,0,0,122.5,245,2,SB
0.5,1,0.5,1,121.5,243,2,SB
1.5,6,0.5,2,127.25,509,4,SB
2.25,9,0.5,2,126.5,506,4,SB
1.6666666666666667,5,0.6666666666666666,2,123.66666666666667,371,3,SB
1.75,7,0.25,1,124,496,4,SB
1.6666666666666667,5,0.3333333333333333,1,125.66666666666667,377,3,SB
1,2,0,0,99.5,199,2,SB
0.5,1,0,0,122.5,245,2,SB
1,2,0,0,92.5,185,2,SB
0.75,3,0.25,1,116,464,4,SB
0.3333333333333333,1,0.3333333333333333,1,123.33333333333333,370,3,SB
1,2,1.5,3,131,262,2,SB
2,4,0,0,49,98,2,TS
1.2,6,0.4,2,124.6,623,5,SB
2.5,5,0,0,49,98,2,TS
1.5,3,1,2,120.5,241,2,SB
1.6666666666666667,5,0.3333333333333333,1,133.33333333333334,400,3,SB
1,3,0.3333333333333333,1,123,369,3,SB
1,5,0,0,102.6,513,5,SB
1,7,0.7142857142857143,5,103.57142857142857,725,7,SB
1.5,6,0.25,1,92.25,369,4,SB
1,4,0.75,3,105.75,423,4,SB
2.3333333333333335,7,0.3333333333333333,1,110.66666666666667,332,3,SB
1.5,3,0.5,1,96,192,2,SB
0.375,3,0.375,3,118.75,950,8,SB
1,3,1,3,96,288,3,TS
2.6666666666666665,8,0.6666666666666666,2,70.33333333333333,211,3,TS
2.3333333333333335,7,0.3333333333333333,1,108.33333333333333,325,3,TS
0.5,2,0,0,134.25,537,4,SB
0.75,3,0,0,134.75,539,4,SB
0.75,3,0.25,1,131.25,525,4,SB
0.5,2,0,0,134.25,537,4,SB
0.3333333333333333,1,0,0,119.33333333333333,358,3,SB
1.5,3,1,2,104,208,2,TS
0,0,0,0,140,140,1,SB
0.2857142857142857,2,0,0,113.71428571428571,796,7,SB
0,0,0,0,58.5,117,2,TS
0.3333333333333333,1,0.6666666666666666,2,88.33333333333333,265,3,TS
0.5,1,0,0,51.5,103,2,TS
0,0,0,0,49.5,99,2,TS
0.2,2,0,0,78.3,783,10,TS
1.3333333333333333,4,0,0,45.333333333333336,136,3,TS
1.6666666666666667,5,0,0,36,108,3,TS
1,4,0,0,56.5,226,4,TS
1,2,0,0,85.5,171,2,TS
1,2,0,0,83.5,167,2,TS
0.4,2,0,0,101.8,509,5,SB
0.5,1,0,0,90,180,2,TS
0.5,1,0,0,61,122,2,TS
0.5,1,0,0,46.5,93,2,TS
0.5,1,0,0,47,94,2,TS
0.5,1,0,0,93,186,2,TS
0,0,0,0,82.5,165,2,TS
0.5,1,0,0,87,174,2,TS
0.5,2,0,0,82.25,329,4,TS
0,0,0,0,40,80,2,TS
0,0,0,0,31.5,63,2,TS
1,7,0.42857142857142855,3,104.42857142857143,731,7,SB
0.5,1,0,0,47.5,95,2,TS
0.5,1,0,0,40.5,81,2,TS
0.6666666666666666,2,0.3333333333333333,1,67.33333333333333,202,3,TS
0.5,1,0,0,68.5,137,2,TS
0.5,1,0,0,86.5,173,2,TS
1,2,0,0,81.5,163,2,TS
0.5,1,0,0,51,102,2,TS
0.3333333333333333,1,0,0,61.666666666666664,185,3,TS
0.5,1,0,0,52,104,2,TS
0,0,0,0,64.5,129,2,TS
1.1428571428571428,8,0.42857142857142855,3,100.71428571428571,705,7,SB
1,1,0,0,74,74,1,TS
1,1,0,0,115,115,1,TS
1,1,0,0,77,77,1,TS
0,0,0,0,52.5,105,2,TS
0.5,1,0,0,58.5,117,2,TS
1,1,0,0,44,44,1,TS
1,2,0,0,89.5,179,2,TS
1.5,3,0,0,78,156,2,TS
1,2,0,0,81.5,163,2,SB
1.5,3,0,0,88,176,2,SB
0,0,0,0,31,62,2,TS
3,6,1.5,3,127.5,255,2,SB
0.5,1,0,0,60.5,121,2,TS
1,1,0,0,34,34,1,TS
1.25,5,0.25,1,100.25,401,4,SB
0.5,1,0.5,1,99.5,199,2,SB
1,2,0.5,1,95.5,191,2,TS
1.75,7,0.5,2,97,388,4,SB
2,14,0.42857142857142855,3,103,721,7,SB
1,3,0,0,88,264,3,SB
0,0,0,0,82,164,2,SB
0,0,0,0,64,128,2,SB
1.5,6,0.75,3,110.5,442,4,SB
1,2,0,0,101,202,2,SB
0,0,0,0,52.5,105,2,SB
0,0,0,0,92,184,2,TS
3,6,0.5,1,92,184,2,TS
3,6,0.5,1,72.5,145,2,TS
0.7142857142857143,5,0.2857142857142857,2,111.28571428571429,779,7,SB
0.6666666666666666,4,0.3333333333333333,2,100.83333333333333,605,6,SB
0,0,0.5,1,115.5,231,2,SB
0,0,0.25,1,82.25,329,4,SB
0,0,0.6666666666666666,2,102,306,3,SB
1.5,3,0.5,1,81,162,2,TS
0,0,0.5,1,100.5,201,2,SB
0,0,0,0,129,258,2,SB
1.5,3,0,0,85,170,2,TS
0.5,1,0,0,91,182,2,SB
0,0,0,0,46,46,1,TS
0,0,1,1,124,124,1,TS
1,3,0,0,118.66666666666667,356,3,SB
0.75,3,0,0,111.75,447,4,SB
1.6666666666666667,5,0,0,129,387,3,SB
2,6,0,0,116,348,3,SB
0.5,1,0,0,49.5,99,2,SB
0.5,2,0,0,113.5,454,4,SB
1,2,0,0,138,276,2,SB
1.5,3,0.5,1,92.5,185,2,SB
1,7,0.14285714285714285,1,97,679,7,SB
0.6,3,0,0,97.8,489,5,SB
1.6666666666666667,5,0.3333333333333333,1,106.33333333333333,319,3,SB
1.5,3,0,0,71,142,2,TS
0.5,1,0,0,113,226,2,SB
0.5,1,0,0,77,154,2,TS
1,2,0,0,122.5,245,2,SB
0.2857142857142857,2,0.2857142857142857,2,107.42857142857143,752,7,SB
0.25,1,0.25,1,111.75,447,4,SB
0.2,1,0,0,99.4,497,5,SB
0,0,0,0,111,333,3,SB
0.75,3,0,0,106.5,426,4,SB
1,2,0,0,128.5,257,2,SB
1.3333333333333333,4,1,3,88.66666666666667,266,3,SB
2,4,1.5,3,99.5,199,2,SB
4,8,2,4,107,214,2,SB
3.5,7,0.5,1,124,248,2,SB
1,2,0,0,91.5,183,2,SB
0,0,0.5,1,85,170,2,SB
1.5,3,0,0,121.5,243,2,SB
0.7142857142857143,5,0.14285714285714285,1,78.57142857142857,550,7,SB
0,0,0,0,98.5,197,2,TS
0,0,0,0,96,192,2,SB
1.375,11,0.5,4,98.375,787,8,SB
1,6,0.6666666666666666,4,106.5,639,6,SB
1.8,9,0.6,3,95.8,479,5,SB
0.5,1,0,0,67,134,2,SB
0.6666666666666666,4,0.5,3,95.66666666666667,574,6,SB
3,6,0,0,91,182,2,SB
0.8,4,0.4,2,80,400,5,SB
0,0,0,0,98.5,394,4,SB
0.5,2,0.25,1,83,332,4,SB
0,0,0.25,1,88.25,353,4,SB
1.5,3,0,0,92.5,185,2,TS
1.6666666666666667,5,0,0,108.66666666666667,326,3,SB
0.5,1,0,0,74,148,2,TS
1.5,3,0,0,107,214,2,SB
1.5,3,0,0,75,150,2,TS
0.5,1,0,0,134,268,2,SB
1.5,3,0,0,99,198,2,SB
0.5,1,0,0,96,192,2,TS
1.3333333333333333,4,0.3333333333333333,1,63,189,3,TS
0,0,0.5,1,99.5,199,2,SB
0,0,0,0,82,164,2,TS
0,0,0,0,89.5,179,2,TS
1,5,0,0,106,530,5,TS
1.3333333333333333,4,0,0,84.33333333333333,253,3,TS
0.5,1,0,0,75.5,151,2,TS
1,2,0,0,110.5,221,2,TS
0.5,1,0,0,98.5,197,2,TS
1.3333333333333333,4,0.6666666666666666,2,61.333333333333336,184,3,TS
1,2,0,0,102,204,2,TS
0,0,0,0,54,54,1,TS
1,3,0,0,51.666666666666664,155,3,TS
4.333333333333333,13,1,3,103.33333333333333,310,3,TS
0,0,0,0,66,132,2,TS
0.3333333333333333,1,0,0,62.333333333333336,187,3,TS
1,2,0,0,50.5,101,2,TS
0.6,3,0,0,82.6,413,5,TS
1,2,0,0,64,128,2,TS
1.5,3,0.5,1,128.5,257,2,SB
1.6,8,0,0,81.8,409,5,TS
1,3,0,0,68.66666666666667,206,3,TS
1,3,0,0,47,141,3,TS
0.3333333333333333,1,0,0,57,171,3,TS
0.5,1,0,0,47.5,95,2,TS
0.6666666666666666,2,0,0,40,120,3,TS
1,2,0,0,66,132,2,TS
1,2,0,0,73.5,147,2,TS
1,2,0,0,73.5,147,2,TS
1,2,0,0,65,130,2,TS
0,0,0,0,31.5,63,2,TS
0.2,1,0,0,93.2,466,5,SB
0.5,1,0,0,70,140,2,TS
0.5,1,0,0,70.5,141,2,TS
0.5,1,0,0,68.5,137,2,TS
1,2,0,0,76,152,2,TS
0,0,0,0,35,35,1,TS
4.75,19,0,0,64.75,259,4,TS
5.25,21,0,0,64.25,257,4,TS
4.75,19,0,0,72.25,289,4,TS
7,21,0,0,61,183,3,TS
4,8,0,0,50.5,101,2,TS
0.3333333333333333,2,0.3333333333333333,2,111.16666666666667,667,6,SB
3,9,0,0,59,177,3,TS
3,9,0,0,60,180,3,TS
2,6,0,0,36.333333333333336,109,3,TS
3,6,0,0,52,104,2,TS
3.5,7,0.5,1,71,142,2,TS
1,2,0,0,57.5,115,2,TS
1.5,6,0,0,65,260,4,TS
1,2,0,0,51,102,2,TS
2.5,5,0,0,53,106,2,TS
2.5,5,0,0,58.5,117,2,TS
0.3333333333333333,1,0,0,105.66666666666667,317,3,SB
2.5,5,0,0,57.5,115,2,TS
1,3,0,0,49.333333333333336,148,3,TS
0.5,1,0,0,42.5,85,2,TS
1.5,3,0,0,84.5,169,2,TS
2,4,0,0,98.5,197,2,TS
2.5,5,0,0,100,200,2,TS
2,4,0,0,83,166,2,TS
1.5,3,0,0,63,126,2,TS
2.5,5,0,0,68,136,2,TS
1,2,0,0,85,170,2,TS
0.5,1,0,0,93.5,187,2,SB
3.6666666666666665,11,1,3,80.66666666666667,242,3,TS
5,10,1.5,3,133.5,267,2,TS
1,3,0,0,76,228,3,TS
0.5,1,0,0,37,74,2,TS
1.5,3,0.5,1,52.5,105,2,TS
1.5,3,0,0,62,124,2,TS
1.5,3,0,0,60.5,121,2,TS
2,4,0,0,56.5,113,2,TS
1.5,3,0,0,62.5,125,2,TS
2,4,0,0,79,158,2,TS
0,0,0,0,76.5,153,2,TS
1,2,0,0,43.5,87,2,TS
2.2,11,1.4,7,119.2,596,5,TS
2,10,0.8,4,112.6,563,5,SB
2,10,1.6,8,130.6,653,5,SB
2.75,11,1.5,6,131.75,527,4,SB
3,15,1.4,7,96.4,482,5,SB
4,16,1.5,6,111.25,445,4,SB
1,2,0,0,68,136,2,TS
1,7,0,0,100.42857142857143,703,7,SB
1.2222222222222223,11,0.1111111111111111,1,113.44444444444444,1021,9,SB
0,0,0.5,1,129,258,2,SB
0.8888888888888888,8,0.1111111111111111,1,109.77777777777777,988,9,SB
1,6,0.16666666666666666,1,97.33333333333333,584,6,SB
0.8333333333333334,5,0,0,97.66666666666667,586,6,SB
1,6,0,0,104,624,6,SB
1,6,0.16666666666666666,1,102.5,615,6,SB
1.3333333333333333,4,0,0,81,243,3,SB
1.25,5,0,0,88.25,353,4,SB
1.3333333333333333,4,0,0,84.33333333333333,253,3,SB
0,0,0,0,86,86,1,SB
0,0,0,0,86,86,1,SB
0,0,0,0,81,81,1,TS
3.5,7,0,0,134,268,2,SB
0.2,1,0,0,77.8,389,5,SB
1,2,0,0,77,154,2,TS
1.5,6,0,0,113.25,453,4,TS
5,5,0,0,112,112,1,TS
3.5,7,0,0,74.5,149,2,TS
4.333333333333333,13,0,0,135.66666666666666,407,3,SB
3.3333333333333335,10,0,0,133.66666666666666,401,3,SB
1,2,0,0,139,278,2,SB
3.3333333333333335,10,0,0,129.33333333333334,388,3,SB
0.5,1,0,0,57,114,2,TS
3.5,7,2,4,89.5,179,2,TS
4,8,2,4,113,226,2,SB
0.5,1,0,0,112.5,225,2,SB
2.5,5,0,0,53,106,2,TS
2.5,5,0,0,50.5,101,2,TS
2,4,0,0,130,260,2,SB
1,2,0,0,99.5,199,2,TS
2,6,0,0,104.66666666666667,314,3,SB
1,2,0,0,135,270,2,SB
1.25,5,0,0,105.75,423,4,SB
3,6,0,0,70.5,141,2,TS
2,4,2.5,5,116,232,2,SB
2.5,5,2.5,5,64.5,129,2,TS
2.2,11,1,5,92.6,463,5,SB
2,4,0,0,86,172,2,SB
0.5,1,0,0,123.5,247,2,SB
3,6,0,0,138,276,2,SB
0.5,2,0.25,1,95.25,381,4,SB
2.6666666666666665,16,1.1666666666666667,7,108.83333333333333,653,6,SB
1,2,0,0,138.5,277,2,SB
3,12,1.25,5,124.75,499,4,SB
2.8,14,1.4,7,104.4,522,5,SB
2.6,13,1.4,7,101,505,5,SB
3.6666666666666665,11,1.6666666666666667,5,92.66666666666667,278,3,SB
2,12,0.6666666666666666,4,120.33333333333333,722,6,SB
1.5833333333333333,19,0.5833333333333334,7,109.5,1314,12,SB
1.625,13,0.5,4,120.75,966,8,SB
2.2,22,0.7,7,126.7,1267,10,SB
1.875,15,0.875,7,125.625,1005,8,SB
1.8,18,0.7,7,128.6,1286,10,SB
1.5,3,0,0,83,166,2,TS
2,4,0,0,112,224,2,SB
2.5714285714285716,18,0.7142857142857143,5,104.42857142857143,731,7,SB
2.5,10,0.5,2,117.25,469,4,SB
3.142857142857143,22,0.7142857142857143,5,106.28571428571429,744,7,SB
2.4444444444444446,22,0.7777777777777778,7,126,1134,9,SB
2.2857142857142856,16,1,7,130.42857142857142,913,7,SB
2.125,17,0.875,7,117.875,943,8,SB
2.25,9,0.5,2,111.25,445,4,SB
2.5,10,0.5,2,101.75,407,4,SB
3,15,0.6,3,119.6,598,5,SB
2.5,10,1,4,126.5,506,4,SB
1,2,0,0,63,126,2,TS
2,10,0.8,4,120.6,603,5,SB
4.6,23,1.4,7,129.2,646,5,SB
2.1666666666666665,13,1.3333333333333333,8,124.33333333333333,746,6,SB
2.2,11,0.8,4,129.2,646,5,SB
2.75,11,1,4,112.25,449,4,SB
2.6666666666666665,8,0.6666666666666666,2,120.33333333333333,361,3,SB
2,4,1,2,101.5,203,2,TS
4,8,2.5,5,128,256,2,SB
2.6666666666666665,16,0.6666666666666666,4,118.66666666666667,712,6,SB
3,24,0.875,7,105.375,843,8,SB
0.6666666666666666,2,1,3,72,216,3,TS
3.7142857142857144,26,1.1428571428571428,8,114.85714285714286,804,7,SB
3.4285714285714284,24,1,7,111.85714285714286,783,7,SB
1.6666666666666667,10,0.3333333333333333,2,115.5,693,6,SB
1.8,9,0.4,2,99.8,499,5,SB
2.25,9,0.5,2,117.25,469,4,SB
2.25,9,0.75,3,119.75,479,4,SB
0,0,0,0,78.5,157,2,SB
7,7,3,3,135,135,1,TS
1,2,0,0,126.5,253,2,SB
3,6,1.5,3,130.5,261,2,SB
1,2,1.5,3,77.5,155,2,TS
2,4,2,4,104,208,2,SB
1,3,0.3333333333333333,1,119,357,3,SB
1.6666666666666667,5,0,0,124.33333333333333,373,3,SB
0,0,0,0,46.5,93,2,SB
1,3,0.3333333333333333,1,110,330,3,SB
1.1666666666666667,7,0.16666666666666666,1,132.16666666666666,793,6,SB
0.2,1,0,0,132,660,5,SB
1,6,0.16666666666666666,1,131,786,6,SB
1.5,9,0.16666666666666666,1,131.33333333333334,788,6,SB
0.4,2,0,0,111.6,558,5,SB
1,2,0,0,85,170,2,SB
0.2,1,0,0,119.2,596,5,SB
0.6,3,0,0,135.4,677,5,SB
1.25,5,0,0,120.5,482,4,SB
0.3333333333333333,1,0.3333333333333333,1,111.66666666666667,335,3,SB
2.2,11,0.6,3,105,525,5,SB
2,10,0.6,3,114.8,574,5,SB
2,10,0.6,3,104.6,523,5,SB
1,2,0,0,120,240,2,SB
0.5,1,0,0,83.5,167,2,SB
6.5,13,2.5,5,83.5,167,2,SB
0.4,2,0.2,1,94.8,474,5,SB
0.5,1,0,0,121.5,243,2,TS
0,0,0,0,70,70,1,SB
1.6666666666666667,5,0,0,110.33333333333333,331,3,SB
0,0,0,0,139.5,279,2,SB
1.5,3,0,0,100,200,2,SB
0,0,0,0,99.5,199,2,SB
1.5,3,0.5,1,134,268,2,SB
1.8,9,0,0,127.2,636,5,SB
2.75,11,0,0,133.75,535,4,SB
2.6666666666666665,8,0,0,131.33333333333334,394,3,SB
1,3,0.3333333333333333,1,134,402,3,SB
2.6666666666666665,8,0,0,123.33333333333333,370,3,SB
1.5,3,0.5,1,133,266,2,SB
2,6,1,3,137.66666666666666,413,3,SB
1.5,3,0,0,65.5,131,2,TS
0,0,0,0,122.5,245,2,TS
3.6666666666666665,11,0,0,75.66666666666667,227,3,SB
0,0,0,0,117.5,235,2,SB
0.3333333333333333,1,0,0,90.33333333333333,271,3,SB
1,2,0,0,128.5,257,2,SB
0,0,0,0,107,214,2,SB
1,2,1,2,121,242,2,SB
0,0,0,0,116,232,2,SB
0,0,0,0,81.33333333333333,244,3,SB
0.3333333333333333,1,0,0,90.66666666666667,272,3,SB
0.5,1,0,0,117,234,2,SB
3,9,0,0,131,393,3,SB
1.5,3,0,0,111.5,223,2,TS
0,0,0.5,1,104.5,209,2,SB
0,0,0,0,103,206,2,SB
4,4,0,0,130,130,1,SB
1.6666666666666667,5,0.3333333333333333,1,98,294,3,SB
1,3,0.6666666666666666,2,102,306,3,SB
1.5,3,1,2,126,252,2,SB
2,4,0,0,129,258,2,SB
5.5,11,0,0,89.5,179,2,SB
0.5,1,0,0,72.5,145,2,TS
0.5,1,0,0,60.5,121,2,TS
0.9,9,0,0,81.7,817,10,SB
1.125,9,0,0,82.375,659,8,SB
0.6666666666666666,2,0,0,73.66666666666667,221,3,SB
0.3333333333333333,1,0,0,66.33333333333333,199,3,SB
0.6666666666666666,2,0.3333333333333333,1,95.66666666666667,287,3,SB
1,3,0.3333333333333333,1,64.33333333333333,193,3,SB
0.8333333333333334,5,0,0,115.33333333333333,692,6,SB
0.25,1,0.5,2,127,508,4,SB
0.4,2,0.2,1,90,450,5,SB
0,0,0.3333333333333333,1,110.66666666666667,332,3,SB
0,0,0.5,1,115,230,2,SB
0.5,1,0.5,1,86,172,2,SB
0.6666666666666666,2,0,0,136.33333333333334,409,3,SB
2.5,5,0.5,1,109.5,219,2,SB
2,6,0.3333333333333333,1,112.33333333333333,337,3,SB
1.5,3,0,0,85,170,2,TS
1,3,0.6666666666666666,2,118.66666666666667,356,3,SB
1.3333333333333333,4,0,0,96.33333333333333,289,3,SB
1.5,3,0,0,64.5,129,2,TS
0.875,7,0.125,1,114.25,914,8,SB
0.6666666666666666,2,0,0,109,327,3,SB
1.3333333333333333,4,0,0,94.66666666666667,284,3,SB
1,2,0,0,98.5,197,2,TS
0.8,4,0.2,1,69.2,346,5,SB
0.6666666666666666,2,0,0,64,192,3,SB
1.5,3,0,0,58,116,2,SB
1.6666666666666667,5,0,0,116.33333333333333,349,3,SB
2,4,1,2,80.5,161,2,SB
1.8,9,0.2,1,82.8,414,5,SB
2.5,5,0.5,1,90,180,2,SB
1,2,0,0,57,114,2,SB
0.5,1,0,0,85,170,2,SB
5,5,0,0,83,83,1,SB
1.5,3,0,0,81,162,2,SB
0,0,0,0,54,54,1,SB
2.5,5,0.5,1,72,144,2,SB
1,2,0,0,79,158,2,SB
1,2,0,0,85,170,2,SB
1,2,0.5,1,127.5,255,2,SB
1.6666666666666667,5,0.3333333333333333,1,90.33333333333333,271,3,SB
0.5,1,0.5,1,137,274,2,SB
0.5,1,0,0,120.5,241,2,SB
0,0,0.5,1,122,244,2,SB
0.6666666666666666,2,0.3333333333333333,1,121.66666666666667,365,3,SB
0.3333333333333333,1,0,0,44,132,3,TS
0.5,1,1,2,47,94,2,SB
0.3333333333333333,1,1.3333333333333333,4,129.33333333333334,388,3,SB
0.5,1,2,4,116,232,2,SB
0.5,2,0.25,1,92.5,370,4,SB
0.3333333333333333,1,0,0,90.66666666666667,272,3,SB
0,0,0.3333333333333333,1,125.66666666666667,377,3,SB
2,4,1,2,113,226,2,SB
1.5,3,0.5,1,100.5,201,2,SB
1.5,3,0,0,73,146,2,TS
0.5,1,0,0,34.5,69,2,TS
0.3333333333333333,1,0.6666666666666666,2,77.33333333333333,232,3,SB
2.3333333333333335,7,1,3,100.33333333333333,301,3,SB
1.6666666666666667,5,1,3,71,213,3,TS
1.6666666666666667,5,1,3,70.66666666666667,212,3,TS
0.4,2,0,0,69.6,348,5,TS
0.5,1,0,0,110.5,221,2,TS
0.6666666666666666,2,0,0,46,138,3,TS
0.5,1,0,0,32.5,65,2,TS
0,0,0,0,47,94,2,TS
0.5,3,0.16666666666666666,1,116.16666666666667,697,6,SB
0,0,0,0,107,321,3,SB
0.6666666666666666,4,0.3333333333333333,2,119.5,717,6,SB
0.8333333333333334,5,0.16666666666666666,1,116.5,699,6,SB
1,3,0.3333333333333333,1,107.33333333333333,322,3,SB
0.6666666666666666,2,0.3333333333333333,1,102.66666666666667,308,3,SB
0.75,3,0.75,3,101.75,407,4,SB
0.4,2,0.6,3,103.4,517,5,SB
1,2,1.5,3,111,222,2,SB
1,5,0.8,4,96.2,481,5,SB
0.25,1,0,0,42.25,169,4,TS
0,0,0,0,50,100,2,TS
1,5,0.2,1,84,420,5,SB
2,4,1,2,121.5,243,2,TS
0.75,3,0.75,3,117,468,4,SB
0.16666666666666666,1,0,0,100,600,6,SB
0.25,1,0,0,110.5,442,4,SB
0.2,1,0.2,1,100.8,504,5,SB
0.6666666666666666,2,0.6666666666666666,2,137.33333333333334,412,3,SB
0.6666666666666666,2,0.3333333333333333,1,136.33333333333334,409,3,SB
1,2,0.5,1,132.5,265,2,SB
1.5,6,1,4,128,512,4,SB
0.6923076923076923,9,0.07692307692307693,1,92,1196,13,SB
0.5,1,0,0,112,224,2,SB
1.5,3,0.5,1,115,230,2,SB
0.3333333333333333,1,0,0,88.66666666666667,266,3,SB
0.5,1,0,0,122,244,2,SB
2,4,2,4,113.5,227,2,SB
0.5,3,0.8333333333333334,5,120.5,723,6,SB
0.8333333333333334,5,0.8333333333333334,5,115.66666666666667,694,6,SB
1,4,1.25,5,122.75,491,4,SB
0.8,4,1,5,112.4,562,5,SB
2,4,2.5,5,133,266,2,SB
0.8,4,0.2,1,121,605,5,SB
0,0,0,0,82,164,2,TS
0.5,1,0,0,127,254,2,SB
0.5,1,0,0,125,250,2,SB
3,3,1,1,129,129,1,SB
1,3,0.3333333333333333,1,133,399,3,SB
2,4,0.5,1,135,270,2,SB
0.6,3,0,0,107,535,5,SB
1.5,3,0,0,135,270,2,SB
1,6,1,6,116.66666666666667,700,6,SB
0.75,6,0.375,3,119.75,958,8,SB
